EventType,Value,FrameNum
frame_time_ms,13.146996,625
frame_time_ms,12.108028,626
frame_time_ms,12.199044,627
frame_time_ms,11.995018,628
frame_time_ms,12.244999,629
frame_time_ms,12.283981,630
frame_time_ms,12.053013,631
frame_time_ms,11.897028,632
frame_time_ms,12.044966,633
frame_time_ms,11.730968,634
frame_time_ms,12.273968,635
frame_time_ms,12.116968,636
frame_time_ms,12.171984,637
frame_time_ms,12.127995,638
frame_time_ms,12.881994,639
frame_time_ms,12.244999,640
frame_time_ms,12.108982,641
frame_time_ms,12.827992,642
frame_time_ms,12.642026,643
frame_time_ms,12.140036,644
frame_time_ms,12.180984,645
frame_time_ms,12.360037,646
frame_time_ms,12.508988,647
frame_time_ms,13.301969,648
frame_time_ms,12.731016,649
frame_time_ms,12.555957,650
frame_time_ms,11.816978,651
frame_time_ms,12.468994,652
frame_time_ms,12.054979,653
frame_time_ms,12.290001,654
frame_time_ms,11.839986,655
frame_time_ms,12.336016,656
frame_time_ms,11.893988,657
frame_time_ms,12.104988,658
frame_time_ms,13.498962,659
frame_time_ms,12.896955,660
frame_time_ms,11.578024,661
frame_time_ms,12.730956,662
frame_time_ms,11.970997,663
frame_time_ms,12.242973,664
frame_time_ms,11.914015,665
frame_time_ms,11.745989,666
frame_time_ms,11.814952,667
frame_time_ms,12.003004,668
frame_time_ms,12.241006,669
frame_time_ms,11.864006,670
frame_time_ms,12.603998,671
frame_time_ms,12.841999,672
frame_time_ms,11.678040,673
frame_time_ms,11.979998,674
frame_time_ms,11.635006,675
frame_time_ms,12.286007,676
frame_time_ms,11.738003,677
frame_time_ms,12.140036,678
frame_time_ms,12.638987,679
frame_time_ms,12.266994,680
frame_time_ms,11.804998,681
frame_time_ms,11.771976,682
frame_time_ms,11.731029,683
frame_time_ms,12.164950,684
frame_time_ms,11.855006,685
frame_time_ms,11.984051,686
frame_time_ms,11.956989,687
frame_time_ms,12.360991,688
frame_time_ms,12.113989,689
frame_time_ms,12.013018,690
